year,month,day,week,temp_2,temp_1,average,actual,friend
2017,3,27,Mon,19.4,17.6,20.32,21.6,21.32
2017,3,28,Tue,17.6,21.6,22.34,21.2,24.34
2017,3,29,Wed,21.6,21.2,23.02,23.4,25.02
2017,3,30,Thu,21.2,23.4,18.58,20.2,21.58
2017,3,31,Fri,23.4,20.2,18.54,21.8,18.54
2017,4,1,Sat,20.2,21.8,19.46,24.1,23.46
2017,4,2,Sun,21.8,24.1,19.82,23.5,15.82
2017,4,3,Mon,24.1,23.5,21.88,20.5,21.88
2017,4,4,Tue,23.5,20.5,19.62,20.2,17.62
2017,4,5,Wed,20.5,20.2,18.84,19.1,16.84
2017,4,6,Thu,20.2,19.1,19.76,21.5,14.76
2017,4,7,Fri,19.1,21.5,20.78,20.5,18.78
2017,4,8,Sat,21.5,20.5,21.2,21.8,25.2
2017,4,9,Sun,20.5,21.8,21.4,20.6,18.4
2017,4,10,Mon,21.8,20.6,20.48,21.5,24.48
2017,4,11,Tue,20.6,21.5,21.26,24.2,21.26
2017,4,12,Wed,21.5,24.2,21.72,22.4,19.72
2017,4,13,Thu,24.2,22.4,21.7,21.4,16.7
2017,4,14,Fri,22.4,21.4,24.46,28.2,29.46
2017,4,15,Sat,21.4,28.2,20.86,21.4,15.86
2017,4,16,Sun,28.2,21.4,22.42,21.4,17.42
2017,4,17,Mon,21.4,21.4,22.8,21.5,18.8
2017,4,18,Tue,21.4,21.5,20.22,21.2,16.22
2017,4,19,Wed,21.5,21.2,17.94,16.9,17.94
2017,4,20,Thu,21.2,16.9,20.28,17.3,20.28
2017,4,21,Fri,16.9,17.3,19.24,18.0,15.24
2017,4,22,Sat,17.3,18.0,20.4,18.0,18.4
2017,4,23,Sun,18.0,18.0,22.72,19.6,19.72
2017,4,24,Mon,18.0,19.6,22.6,21.0,25.6
2017,4,25,Tue,19.6,21.0,21.28,22.1,23.28
2017,4,26,Wed,21.0,22.1,21.32,20.6,24.32
2017,4,27,Thu,22.1,20.6,20.8,13.0,15.8
2017,4,28,Fri,20.6,13.0,20.06,16.3,23.06
2017,4,29,Sat,13.0,16.3,20.6,17.0,23.6
2017,4,30,Sun,16.3,17.0,22.34,24.8,17.34
2017,5,1,Mon,17.0,24.8,22.44,22.4,21.44
2017,5,2,Tue,24.8,22.4,24.7,21.4,23.7
2017,5,3,Wed,22.4,21.4,23.28,20.8,21.28
2017,5,4,Thu,21.4,20.8,21.5,21.0,22.5
2017,5,5,Fri,20.8,21.0,21.26,20.6,17.26
2017,5,6,Sat,21.0,20.6,23.36,28.1,25.36
2017,5,7,Sun,20.6,28.1,22.74,24.7,24.74
2017,5,8,Mon,28.1,24.7,23.78,23.4,22.78
2017,5,9,Tue,24.7,23.4,23.48,22.6,23.48
2017,5,10,Wed,23.4,22.6,24.78,24.0,25.78
2017,5,11,Thu,22.6,24.0,25.5,26.3,22.5
2017,5,12,Fri,24.0,26.3,24.78,27.4,21.78
2017,5,13,Sat,26.3,27.4,25.36,29.0,22.36
2017,5,14,Sun,27.4,29.0,23.86,27.6,23.86
2017,5,15,Mon,29.0,27.6,22.9,25.0,22.9
2017,5,16,Tue,27.6,25.0,23.04,26.5,18.04
2017,5,17,Wed,25.0,26.5,23.82,26.5,25.82
2017,5,18,Thu,26.5,26.5,23.14,23.6,23.14
2017,5,19,Fri,26.5,23.6,24.7,23.0,23.7
2017,5,20,Sat,23.6,23.0,24.06,23.4,19.06
2017,5,21,Sun,23.0,23.4,24.16,22.2,24.16
2017,5,22,Mon,23.4,22.2,27.1,25.6,27.1
2017,5,23,Tue,22.2,25.6,24.72,26.2,25.72
2017,5,24,Wed,25.6,26.2,23.0,26.7,19.0
2017,5,25,Thu,26.2,26.7,24.66,27.9,25.66
2017,5,26,Fri,26.7,27.9,24.76,26.7,22.76
2017,5,27,Sat,27.9,26.7,24.56,24.8,21.56
2017,5,28,Sun,26.7,24.8,26.82,26.0,21.82
2017,5,29,Mon,24.8,26.0,25.98,25.5,29.98
2017,5,30,Tue,26.0,25.5,24.3,23.7,28.3
2017,5,31,Wed,25.5,23.7,25.46,26.4,28.46
2017,6,1,Thu,23.7,26.4,25.6,26.5,28.6
2017,6,2,Fri,26.4,26.5,25.06,26.5,23.06
2017,6,3,Sat,26.5,26.5,25.5,25.8,20.5
2017,6,4,Sun,26.5,25.8,25.66,23.2,22.66
2017,6,5,Mon,25.8,23.2,27.28,24.1,22.28
2017,6,6,Tue,23.2,24.1,26.62,29.7,23.62
2017,6,7,Wed,24.1,29.7,26.96,25.8,30.96
2017,6,8,Thu,29.7,25.8,24.94,26.1,26.94
2017,6,9,Fri,25.8,26.1,25.8,26.5,22.8
2017,6,10,Sat,26.1,26.5,25.78,26.6,28.78
2017,6,11,Sun,26.5,26.6,28.12,29.6,32.12
2017,6,12,Mon,26.6,29.6,27.3,29.6,26.3
2017,6,13,Tue,29.6,29.6,28.36,29.6,27.36
2017,6,14,Wed,29.6,29.6,27.76,30.7,30.76
2017,6,15,Thu,29.6,30.7,29.5,29.8,34.5
2017,6,16,Fri,30.7,29.8,26.5,30.2,22.5
2017,6,17,Sat,29.8,30.2,27.34,31.4,30.34
2017,6,18,Sun,30.2,31.4,26.48,29.4,27.48
2017,6,19,Mon,31.4,29.4,26.78,30.4,26.78
2017,6,20,Tue,29.4,30.4,27.04,29.5,25.04
2017,6,21,Wed,30.4,29.5,28.38,31.5,28.38
2017,6,22,Thu,29.5,31.5,28.84,31.7,24.84
2017,6,23,Fri,31.5,31.7,28.48,31.5,26.48
2017,6,24,Sat,31.7,31.5,28.06,30.1,25.06
2017,6,25,Sun,31.5,30.1,28.44,30.4,28.44
2017,6,26,Mon,30.1,30.4,28.52,30.1,23.52
2017,6,27,Tue,30.4,30.1,29.96,34.5,32.96
2017,6,28,Wed,30.1,34.5,30.44,32.8,35.44
2017,6,29,Thu,34.5,32.8,30.58,31.6,26.58
2017,6,30,Fri,32.8,31.6,28.68,26.5,26.68
2017,7,1,Sat,31.6,26.5,28.12,24.9,28.12
2017,7,2,Sun,26.5,24.9,29.6,24.8,29.6
2017,7,3,Mon,24.9,24.8,28.78,27.7,24.78
2017,7,4,Tue,24.8,27.7,29.4,28.2,26.4
2017,7,5,Wed,27.7,28.2,29.6,27.6,32.6
2017,7,6,Thu,28.2,27.6,30.28,29.2,27.28
2017,7,7,Fri,27.6,29.2,30.74,27.6,28.74
2017,7,8,Sat,29.2,27.6,30.9,35.0,30.9
2017,7,9,Sun,27.6,35.0,31.06,30.5,27.06
2017,7,10,Mon,35.0,30.5,30.34,29.8,28.34
2017,7,11,Tue,30.5,29.8,29.86,29.5,27.86
2017,7,12,Wed,29.8,29.5,30.44,30.5,26.44
2017,7,13,Thu,29.5,30.5,28.94,30.6,32.94
2017,7,14,Fri,30.5,30.6,28.72,30.2,27.72
2017,7,15,Sat,30.6,30.2,29.92,30.3,28.92
2017,7,16,Sun,30.2,30.3,30.82,31.5,26.82
2017,7,17,Mon,30.3,31.5,28.68,29.5,23.68
2017,7,18,Tue,31.5,29.5,29.14,29.7,30.14
2017,7,19,Wed,29.5,29.7,29.5,28.8,32.5
2017,7,20,Thu,29.7,28.8,30.0,30.6,29.0
2017,7,21,Fri,28.8,30.6,29.5,29.5,24.5
2017,7,22,Sat,30.6,29.5,29.84,30.4,28.84
2017,7,23,Sun,29.5,30.4,31.08,29.9,28.08
2017,7,24,Mon,30.4,29.9,30.9,30.1,25.9
2017,7,25,Tue,29.9,30.1,30.28,28.5,28.28
2017,7,26,Wed,30.1,28.5,30.12,28.4,26.12
2017,7,27,Thu,28.5,28.4,32.16,32.0,27.16
2017,7,28,Fri,28.4,32.0,30.34,30.7,25.34
2017,7,29,Sat,32.0,30.7,30.72,30.3,27.72
2017,7,30,Sun,30.7,30.3,30.7,30.4,32.7
2017,7,31,Mon,30.3,30.4,31.02,30.6,35.02
2017,8,1,Tue,30.4,30.6,30.26,30.4,35.26
2017,8,2,Wed,30.6,30.4,30.62,31.0,33.62
2017,8,3,Thu,30.4,31.0,31.46,35.7,34.46
2017,8,4,Fri,31.0,35.7,31.3,32.4,34.3
2017,8,5,Sat,35.7,32.4,31.28,31.5,28.28
2017,8,6,Sun,32.4,31.5,30.96,31.4,35.96
2017,8,7,Mon,31.5,31.4,31.32,30.5,36.32
2017,8,8,Tue,31.4,30.5,32.26,31.1,34.26
2017,8,9,Wed,30.5,31.1,33.38,29.5,38.38
2017,8,10,Thu,31.1,29.5,28.96,26.9,24.96
2017,8,11,Fri,29.5,26.9,29.14,26.1,30.14
2017,8,12,Sat,26.9,26.1,30.18,28.2,28.18
2017,8,13,Sun,26.1,28.2,30.06,27.8,31.06
2017,8,14,Mon,28.2,27.8,29.74,29.3,26.74
